utc_date,utc_timestamp,local_date,local_timestamp,country_name,price_area,country_code,market_program_name,auction_type,currency_code,PTU_length,Day-ahead Energy Price
2023-01-11,2023-01-11 20:00:00,2023-01-11,2023-01-11 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,60.00999832
2023-01-11,2023-01-11 21:00:00,2023-01-11,2023-01-11 23:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,49.90999985
2023-01-11,2023-01-11 22:00:00,2023-01-12,2023-01-12 00:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,43.31999969
2023-01-11,2023-01-11 23:00:00,2023-01-12,2023-01-12 01:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,19.87999916
2023-01-12,2023-01-12 00:00:00,2023-01-12,2023-01-12 02:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,5.550000191
2023-01-12,2023-01-12 01:00:00,2023-01-12,2023-01-12 03:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,4.690000057
2023-01-12,2023-01-12 02:00:00,2023-01-12,2023-01-12 04:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,0.1000000015
2023-01-12,2023-01-12 03:00:00,2023-01-12,2023-01-12 05:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,2.730000019
2023-01-12,2023-01-12 04:00:00,2023-01-12,2023-01-12 06:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,24.94000053
2023-01-12,2023-01-12 05:00:00,2023-01-12,2023-01-12 07:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,36.00999832
2023-01-12,2023-01-12 06:00:00,2023-01-12,2023-01-12 08:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,59.97999954
2023-01-12,2023-01-12 07:00:00,2023-01-12,2023-01-12 09:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,65.18000031
2023-01-12,2023-01-12 08:00:00,2023-01-12,2023-01-12 10:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,65.02999878
2023-01-12,2023-01-12 09:00:00,2023-01-12,2023-01-12 11:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,66.30000305
2023-01-12,2023-01-12 10:00:00,2023-01-12,2023-01-12 12:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,66.72000122
2023-01-12,2023-01-12 11:00:00,2023-01-12,2023-01-12 13:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,66.59999847
2023-01-12,2023-01-12 12:00:00,2023-01-12,2023-01-12 14:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,70.84999847
2023-01-12,2023-01-12 13:00:00,2023-01-12,2023-01-12 15:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,73.76000214
2023-01-12,2023-01-12 14:00:00,2023-01-12,2023-01-12 16:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,74.44000244
2023-01-12,2023-01-12 15:00:00,2023-01-12,2023-01-12 17:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,74.80999756
2023-01-12,2023-01-12 16:00:00,2023-01-12,2023-01-12 18:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,76.38999939
2023-01-12,2023-01-12 17:00:00,2023-01-12,2023-01-12 19:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,78.65000153
2023-01-12,2023-01-12 18:00:00,2023-01-12,2023-01-12 20:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,79.81999969
2023-01-12,2023-01-12 19:00:00,2023-01-12,2023-01-12 21:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,74.08000183
2023-01-12,2023-01-12 20:00:00,2023-01-12,2023-01-12 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,74.5
2023-01-12,2023-01-12 21:00:00,2023-01-12,2023-01-12 23:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,66.83999634
2023-01-12,2023-01-12 22:00:00,2023-01-13,2023-01-13 00:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,42.49000168
2023-01-12,2023-01-12 23:00:00,2023-01-13,2023-01-13 01:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,32.63999939
2023-01-13,2023-01-13 00:00:00,2023-01-13,2023-01-13 02:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,21.87000084
2023-01-13,2023-01-13 01:00:00,2023-01-13,2023-01-13 03:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,16.54000092
2023-01-13,2023-01-13 02:00:00,2023-01-13,2023-01-13 04:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,18.45999908
2023-01-13,2023-01-13 03:00:00,2023-01-13,2023-01-13 05:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,24.81999969
2023-01-13,2023-01-13 04:00:00,2023-01-13,2023-01-13 06:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,30.31999969
2023-01-13,2023-01-13 05:00:00,2023-01-13,2023-01-13 07:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,56.09000015
2023-01-13,2023-01-13 06:00:00,2023-01-13,2023-01-13 08:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,85.76999664
2023-01-13,2023-01-13 07:00:00,2023-01-13,2023-01-13 09:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,95.59999847
2023-01-13,2023-01-13 08:00:00,2023-01-13,2023-01-13 10:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,98.23000336
2023-01-13,2023-01-13 09:00:00,2023-01-13,2023-01-13 11:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,92.58000183
2023-01-13,2023-01-13 10:00:00,2023-01-13,2023-01-13 12:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,84.93000031
2023-01-13,2023-01-13 11:00:00,2023-01-13,2023-01-13 13:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,76.52999878
2023-01-13,2023-01-13 12:00:00,2023-01-13,2023-01-13 14:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,71.97000122
2023-01-13,2023-01-13 13:00:00,2023-01-13,2023-01-13 15:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,75.36000061
2023-01-13,2023-01-13 14:00:00,2023-01-13,2023-01-13 16:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,81.81999969
2023-01-13,2023-01-13 15:00:00,2023-01-13,2023-01-13 17:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,85.30999756
2023-01-13,2023-01-13 16:00:00,2023-01-13,2023-01-13 18:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,96.90000153
2023-01-13,2023-01-13 17:00:00,2023-01-13,2023-01-13 19:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,96.19999695
2023-01-13,2023-01-13 18:00:00,2023-01-13,2023-01-13 20:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,91.06999969
2023-01-13,2023-01-13 19:00:00,2023-01-13,2023-01-13 21:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,84.94000244
2023-01-13,2023-01-13 20:00:00,2023-01-13,2023-01-13 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,76.88999939
2023-01-13,2023-01-13 21:00:00,2023-01-13,2023-01-13 23:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,76.51000214
2023-01-13,2023-01-13 22:00:00,2023-01-14,2023-01-14 00:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,68.30000305
2023-01-13,2023-01-13 23:00:00,2023-01-14,2023-01-14 01:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,49.70999908
2023-01-14,2023-01-14 00:00:00,2023-01-14,2023-01-14 02:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,44.24000168
2023-01-14,2023-01-14 01:00:00,2023-01-14,2023-01-14 03:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,45.40999985
2023-01-14,2023-01-14 02:00:00,2023-01-14,2023-01-14 04:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,42.25
2023-01-14,2023-01-14 03:00:00,2023-01-14,2023-01-14 05:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,41.70000076
2023-01-14,2023-01-14 04:00:00,2023-01-14,2023-01-14 06:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,41.68000031
2023-01-14,2023-01-14 05:00:00,2023-01-14,2023-01-14 07:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,45.09999847
2023-01-14,2023-01-14 06:00:00,2023-01-14,2023-01-14 08:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,53.40000153
2023-01-14,2023-01-14 07:00:00,2023-01-14,2023-01-14 09:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,53.63000107
2023-01-14,2023-01-14 08:00:00,2023-01-14,2023-01-14 10:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,56.88999939
2023-01-14,2023-01-14 09:00:00,2023-01-14,2023-01-14 11:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,66.72000122
2023-01-14,2023-01-14 10:00:00,2023-01-14,2023-01-14 12:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,65.55999756
2023-01-14,2023-01-14 11:00:00,2023-01-14,2023-01-14 13:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,65.38999939
2023-01-14,2023-01-14 12:00:00,2023-01-14,2023-01-14 14:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,79.04000092
2023-01-14,2023-01-14 13:00:00,2023-01-14,2023-01-14 15:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,80.05000305
2023-01-14,2023-01-14 14:00:00,2023-01-14,2023-01-14 16:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,98.87000275
2023-01-14,2023-01-14 15:00:00,2023-01-14,2023-01-14 17:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,102.0999985
2023-01-14,2023-01-14 16:00:00,2023-01-14,2023-01-14 18:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,104.9100037
2023-01-14,2023-01-14 17:00:00,2023-01-14,2023-01-14 19:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,101.4199982
2023-01-14,2023-01-14 18:00:00,2023-01-14,2023-01-14 20:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,80.05999756
2023-01-14,2023-01-14 19:00:00,2023-01-14,2023-01-14 21:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,70
2023-01-14,2023-01-14 20:00:00,2023-01-14,2023-01-14 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,68.51999664
2023-01-14,2023-01-14 21:00:00,2023-01-14,2023-01-14 23:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,57.38999939
2023-01-14,2023-01-14 22:00:00,2023-01-15,2023-01-15 00:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,40.04999924
2023-01-14,2023-01-14 23:00:00,2023-01-15,2023-01-15 01:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,27.39999962
2023-01-15,2023-01-15 00:00:00,2023-01-15,2023-01-15 02:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,27.22999954
2023-01-15,2023-01-15 01:00:00,2023-01-15,2023-01-15 03:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,24.28000069
2023-01-15,2023-01-15 02:00:00,2023-01-15,2023-01-15 04:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,13
2023-01-15,2023-01-15 03:00:00,2023-01-15,2023-01-15 05:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,7.980000019
2023-01-15,2023-01-15 04:00:00,2023-01-15,2023-01-15 06:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,4.849999905
2023-01-15,2023-01-15 05:00:00,2023-01-15,2023-01-15 07:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,6.050000191
2023-01-15,2023-01-15 06:00:00,2023-01-15,2023-01-15 08:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,10.09000015
2023-01-15,2023-01-15 07:00:00,2023-01-15,2023-01-15 09:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,14.02999973
2023-01-15,2023-01-15 08:00:00,2023-01-15,2023-01-15 10:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,19.06999969
2023-01-15,2023-01-15 09:00:00,2023-01-15,2023-01-15 11:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,17.82999992
2023-01-15,2023-01-15 10:00:00,2023-01-15,2023-01-15 12:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,11.69999981
2023-01-15,2023-01-15 11:00:00,2023-01-15,2023-01-15 13:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,6.929999828
2023-01-15,2023-01-15 12:00:00,2023-01-15,2023-01-15 14:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,6.039999962
2023-01-15,2023-01-15 13:00:00,2023-01-15,2023-01-15 15:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,6.090000153
2023-01-15,2023-01-15 14:00:00,2023-01-15,2023-01-15 16:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,19.10000038
2023-01-15,2023-01-15 15:00:00,2023-01-15,2023-01-15 17:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,27.43000031
2023-01-15,2023-01-15 16:00:00,2023-01-15,2023-01-15 18:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,30.89999962
2023-01-15,2023-01-15 17:00:00,2023-01-15,2023-01-15 19:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,27.61000061
2023-01-15,2023-01-15 18:00:00,2023-01-15,2023-01-15 20:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,25.89999962
2023-01-15,2023-01-15 19:00:00,2023-01-15,2023-01-15 21:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,12.47000027
2023-01-15,2023-01-15 20:00:00,2023-01-15,2023-01-15 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,20.79000092
2023-01-15,2023-01-15 21:00:00,2023-01-15,2023-01-15 23:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,31.04000092
2023-01-15,2023-01-15 22:00:00,2023-01-16,2023-01-16 00:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,32.38000107
2023-01-15,2023-01-15 23:00:00,2023-01-16,2023-01-16 01:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,35.34999847
2023-01-16,2023-01-16 00:00:00,2023-01-16,2023-01-16 02:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,36.13000107
2023-01-16,2023-01-16 01:00:00,2023-01-16,2023-01-16 03:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,36.13000107
2023-01-16,2023-01-16 02:00:00,2023-01-16,2023-01-16 04:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,38.56999969
2023-01-16,2023-01-16 03:00:00,2023-01-16,2023-01-16 05:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,41.81000137
2023-01-16,2023-01-16 04:00:00,2023-01-16,2023-01-16 06:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,45.59000015
2023-01-16,2023-01-16 05:00:00,2023-01-16,2023-01-16 07:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,66.80999756
2023-01-16,2023-01-16 06:00:00,2023-01-16,2023-01-16 08:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,86.62999725
2023-01-16,2023-01-16 07:00:00,2023-01-16,2023-01-16 09:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,89.33999634
2023-01-16,2023-01-16 08:00:00,2023-01-16,2023-01-16 10:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,90.95999908
2023-01-16,2023-01-16 09:00:00,2023-01-16,2023-01-16 11:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,98.73000336
2023-01-16,2023-01-16 10:00:00,2023-01-16,2023-01-16 12:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,99.37999725
2023-01-16,2023-01-16 11:00:00,2023-01-16,2023-01-16 13:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,90
2023-01-16,2023-01-16 12:00:00,2023-01-16,2023-01-16 14:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,91.55000305
2023-01-16,2023-01-16 13:00:00,2023-01-16,2023-01-16 15:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,89.40000153
2023-01-16,2023-01-16 14:00:00,2023-01-16,2023-01-16 16:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,89.88999939
2023-01-16,2023-01-16 15:00:00,2023-01-16,2023-01-16 17:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,89.45999908
2023-01-16,2023-01-16 16:00:00,2023-01-16,2023-01-16 18:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,88.38999939
2023-01-16,2023-01-16 17:00:00,2023-01-16,2023-01-16 19:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,87.37999725
2023-01-16,2023-01-16 18:00:00,2023-01-16,2023-01-16 20:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,80.04000092
2023-01-16,2023-01-16 19:00:00,2023-01-16,2023-01-16 21:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,65.91000366
2023-01-16,2023-01-16 20:00:00,2023-01-16,2023-01-16 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,59.68999863
2023-01-16,2023-01-16 21:00:00,2023-01-16,2023-01-16 23:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,51.24000168
2023-01-16,2023-01-16 22:00:00,2023-01-17,2023-01-17 00:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,46.52000046
2023-01-16,2023-01-16 23:00:00,2023-01-17,2023-01-17 01:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,47.13000107
2023-01-17,2023-01-17 00:00:00,2023-01-17,2023-01-17 02:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,42.93999863
2023-01-17,2023-01-17 01:00:00,2023-01-17,2023-01-17 03:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,42.15000153
2023-01-17,2023-01-17 02:00:00,2023-01-17,2023-01-17 04:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,40.79999924
2023-01-17,2023-01-17 03:00:00,2023-01-17,2023-01-17 05:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,41.61999893
2023-01-17,2023-01-17 04:00:00,2023-01-17,2023-01-17 06:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,45.75
2023-01-17,2023-01-17 05:00:00,2023-01-17,2023-01-17 07:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,60.16999817
2023-01-17,2023-01-17 06:00:00,2023-01-17,2023-01-17 08:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,70.87000275
2023-01-17,2023-01-17 07:00:00,2023-01-17,2023-01-17 09:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,73.37000275
2023-01-17,2023-01-17 08:00:00,2023-01-17,2023-01-17 10:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,72.62000275
2023-01-17,2023-01-17 09:00:00,2023-01-17,2023-01-17 11:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,73.94999695
2023-01-17,2023-01-17 10:00:00,2023-01-17,2023-01-17 12:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,76.15000153
2023-01-17,2023-01-17 11:00:00,2023-01-17,2023-01-17 13:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,79.95999908
2023-01-17,2023-01-17 12:00:00,2023-01-17,2023-01-17 14:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,75.11000061
2023-01-17,2023-01-17 13:00:00,2023-01-17,2023-01-17 15:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,72.20999908
2023-01-17,2023-01-17 14:00:00,2023-01-17,2023-01-17 16:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,75.56999969
2023-01-17,2023-01-17 15:00:00,2023-01-17,2023-01-17 17:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,76.02999878
2023-01-17,2023-01-17 16:00:00,2023-01-17,2023-01-17 18:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,76.55999756
2023-01-17,2023-01-17 17:00:00,2023-01-17,2023-01-17 19:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,73.45999908
2023-01-17,2023-01-17 18:00:00,2023-01-17,2023-01-17 20:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,67.19000244
2023-01-17,2023-01-17 19:00:00,2023-01-17,2023-01-17 21:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,60.13999939
2023-01-17,2023-01-17 20:00:00,2023-01-17,2023-01-17 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,53.72999954
2023-01-17,2023-01-17 21:00:00,2023-01-17,2023-01-17 23:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,47.41999817
2023-01-17,2023-01-17 22:00:00,2023-01-18,2023-01-18 00:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,43.34000015
2023-01-17,2023-01-17 23:00:00,2023-01-18,2023-01-18 01:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,39.84999847
2023-01-18,2023-01-18 00:00:00,2023-01-18,2023-01-18 02:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,38.74000168
2023-01-18,2023-01-18 01:00:00,2023-01-18,2023-01-18 03:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,38.68999863
2023-01-18,2023-01-18 02:00:00,2023-01-18,2023-01-18 04:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,38.31999969
2023-01-18,2023-01-18 03:00:00,2023-01-18,2023-01-18 05:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,42.70000076
2023-01-18,2023-01-18 04:00:00,2023-01-18,2023-01-18 06:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,52.06999969
2023-01-18,2023-01-18 05:00:00,2023-01-18,2023-01-18 07:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,66.80000305
2023-01-18,2023-01-18 06:00:00,2023-01-18,2023-01-18 08:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,79.19999695
2023-01-18,2023-01-18 07:00:00,2023-01-18,2023-01-18 09:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,82.55999756
2023-01-18,2023-01-18 08:00:00,2023-01-18,2023-01-18 10:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,82.51000214
2023-01-18,2023-01-18 09:00:00,2023-01-18,2023-01-18 11:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,88.80999756
2023-01-18,2023-01-18 10:00:00,2023-01-18,2023-01-18 12:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,86.61000061
2023-01-18,2023-01-18 11:00:00,2023-01-18,2023-01-18 13:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,84.41000366
2023-01-18,2023-01-18 12:00:00,2023-01-18,2023-01-18 14:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,86.40000153
2023-01-18,2023-01-18 13:00:00,2023-01-18,2023-01-18 15:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,88.83999634
2023-01-18,2023-01-18 14:00:00,2023-01-18,2023-01-18 16:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,89.19999695
2023-01-18,2023-01-18 15:00:00,2023-01-18,2023-01-18 17:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,116.0699997
2023-01-18,2023-01-18 16:00:00,2023-01-18,2023-01-18 18:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,105.9899979
2023-01-18,2023-01-18 17:00:00,2023-01-18,2023-01-18 19:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,116.3799973
2023-01-18,2023-01-18 18:00:00,2023-01-18,2023-01-18 20:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,123.5100021
2023-01-18,2023-01-18 19:00:00,2023-01-18,2023-01-18 21:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,109.4199982
2023-01-18,2023-01-18 20:00:00,2023-01-18,2023-01-18 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,119.9000015
2023-01-18,2023-01-18 21:00:00,2023-01-18,2023-01-18 23:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,82.29000092
2023-01-18,2023-01-18 22:00:00,2023-01-19,2023-01-19 00:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,75.76999664
2023-01-18,2023-01-18 23:00:00,2023-01-19,2023-01-19 01:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,83.55999756
2023-01-19,2023-01-19 00:00:00,2023-01-19,2023-01-19 02:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,83.08000183
2023-01-19,2023-01-19 01:00:00,2023-01-19,2023-01-19 03:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,82.69999695
2023-01-19,2023-01-19 02:00:00,2023-01-19,2023-01-19 04:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,84.91999817
2023-01-19,2023-01-19 03:00:00,2023-01-19,2023-01-19 05:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,92.83999634
2023-01-19,2023-01-19 04:00:00,2023-01-19,2023-01-19 06:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,107.9499969
2023-01-19,2023-01-19 05:00:00,2023-01-19,2023-01-19 07:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,152.75
2023-01-19,2023-01-19 06:00:00,2023-01-19,2023-01-19 08:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,181.3600006
2023-01-19,2023-01-19 07:00:00,2023-01-19,2023-01-19 09:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,164.8300018
2023-01-19,2023-01-19 08:00:00,2023-01-19,2023-01-19 10:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,155.8800049
2023-01-19,2023-01-19 09:00:00,2023-01-19,2023-01-19 11:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,154.8099976
2023-01-19,2023-01-19 10:00:00,2023-01-19,2023-01-19 12:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,138.6300049
2023-01-19,2023-01-19 11:00:00,2023-01-19,2023-01-19 13:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,146.4700012
2023-01-19,2023-01-19 12:00:00,2023-01-19,2023-01-19 14:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,151.1600037
2023-01-19,2023-01-19 13:00:00,2023-01-19,2023-01-19 15:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,155.3500061
2023-01-19,2023-01-19 14:00:00,2023-01-19,2023-01-19 16:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,170.3300018
2023-01-19,2023-01-19 15:00:00,2023-01-19,2023-01-19 17:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,180.3300018
2023-01-19,2023-01-19 16:00:00,2023-01-19,2023-01-19 18:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,173.75
2023-01-19,2023-01-19 17:00:00,2023-01-19,2023-01-19 19:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,156.6100006
2023-01-19,2023-01-19 18:00:00,2023-01-19,2023-01-19 20:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,151.5500031
2023-01-19,2023-01-19 19:00:00,2023-01-19,2023-01-19 21:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,145.6499939
2023-01-19,2023-01-19 20:00:00,2023-01-19,2023-01-19 22:00:00,Finland,FI,FI,Day-ahead,,EUR,hourly,143.6600037
